<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20151008,000000,1.1236400,1.1327600,1.1232400,1.1274600,1325775
20151009,000000,1.1274400,1.1387200,1.1265000,1.1355400,1355943
20151010,000000,1.1357100,1.1357200,1.1350000,1.1355000,148
20151011,000000,1.1355700,1.1364000,1.1350000,1.1360500,417
20151012,000000,1.1361000,1.1400000,1.1351800,1.1357500,1067484
20151013,000000,1.1357900,1.1411100,1.1342900,1.1378300,1471842
20151014,000000,1.1378600,1.1489100,1.1374100,1.1472700,1634415
20151015,000000,1.1472000,1.1495200,1.1360000,1.1379200,1731332
20151016,000000,1.1386800,1.1396000,1.1333000,1.1347200,1476981
20151017,000000,1.1345500,1.1347300,1.1345500,1.1347300,9
20151018,000000,1.1350300,1.1360000,1.1345000,1.1357000,871
20151019,000000,1.1357900,1.1380000,1.1304000,1.1325300,1198082
20151020,000000,1.1325600,1.1387100,1.1321000,1.1344300,1170788
20151021,000000,1.1344400,1.1377600,1.1333000,1.1335900,1183406
20151022,000000,1.1337300,1.1351200,1.1098200,1.1108200,1683566
20151023,000000,1.1107000,1.1140000,1.0995700,1.1014300,1765024
20151024,000000,1.1017400,1.1019000,1.1010000,1.1015000,249
20151025,000000,1.1010000,1.1010200,1.0987000,1.1000200,5330
20151026,000000,1.1000100,1.1068200,1.0998600,1.1056600,1513109
20151027,000000,1.1056000,1.1078600,1.1027000,1.1048500,1528644
20151028,000000,1.1050000,1.1096000,1.0895900,1.0921300,1812554
20151029,000000,1.0922100,1.0985700,1.0901600,1.0976400,1833257
20151030,000000,1.0976200,1.1072500,1.0963500,1.1003300,2003017
20151031,000000,1.1002900,1.1011000,1.1002900,1.1011000,50
20151101,000000,1.1013000,1.1042800,1.1011000,1.1040000,7567
20151102,000000,1.1038000,1.1053000,1.0998000,1.1016100,1377288
20151103,000000,1.1017000,1.1030100,1.0934000,1.0962600,1490785
20151104,000000,1.0962600,1.0968800,1.0842000,1.0859900,1728623
20151105,000000,1.0860100,1.0897700,1.0831600,1.0876000,1542607
20151106,000000,1.0876300,1.0888300,1.0706000,1.0742800,1564129
20151107,000000,1.0743600,1.0745700,1.0735000,1.0735600,25350
20151108,000000,1.0735000,1.0738000,1.0720900,1.0723800,6713
20151109,000000,1.0723700,1.0790000,1.0718000,1.0755200,1488748
20151110,000000,1.0755900,1.0764100,1.0671000,1.0714100,1555283
20151111,000000,1.0714200,1.0773700,1.0703000,1.0742400,1453789
20151112,000000,1.0742100,1.0830300,1.0689000,1.0808500,1862044
20151113,000000,1.0809400,1.0823400,1.0711000,1.0750200,1756596
20151114,000000,1.0750400,1.0774600,1.0745800,1.0768700,45064
20151115,000000,1.0730000,1.0776000,1.0724100,1.0725000,6148
20151116,000000,1.0728000,1.0758100,1.0673000,1.0684000,1307458
20151117,000000,1.0684700,1.0692000,1.0628000,1.0646400,1581887
20151118,000000,1.0646200,1.0692600,1.0615000,1.0651700,1531862
20151119,000000,1.0651700,1.0763000,1.0649000,1.0732900,1868256
20151120,000000,1.0733000,1.0741000,1.0638000,1.0645200,1739870
20151121,000000,1.0645100,1.0650100,1.0638000,1.0641900,35022
20151122,000000,1.0641200,1.0646000,1.0634000,1.0637000,517
20151123,000000,1.0636000,1.0656700,1.0591700,1.0626900,1648472
20151124,000000,1.0626700,1.0673400,1.0618700,1.0645000,1755383
20151125,000000,1.0645000,1.0690000,1.0565000,1.0617000,1909816
20151126,000000,1.0616300,1.0631000,1.0597000,1.0606200,1246597
20151127,000000,1.0606500,1.0638000,1.0566000,1.0593400,1407277
20151128,000000,1.0593100,1.0597000,1.0587400,1.0587400,25540
20151129,000000,1.0589000,1.0596400,1.0583000,1.0587700,7061
20151130,000000,1.0587600,1.0595000,1.0555000,1.0566200,1464386
20151201,000000,1.0566200,1.0637100,1.0560200,1.0631800,1592174
20151202,000000,1.0631100,1.0637000,1.0549900,1.0614500,1769572
20151203,000000,1.0614600,1.0981100,1.0520000,1.0948900,2343016
20151204,000000,1.0950000,1.0959000,1.0835000,1.0873600,2366075
20151205,000000,1.0873800,1.0885600,1.0868900,1.0881800,33518
20151206,000000,1.0859000,1.0877200,1.0859000,1.0865500,936
20151207,000000,1.0865800,1.0887000,1.0793000,1.0846200,1571429
20151208,000000,1.0846100,1.0902700,1.0828000,1.0894200,1824916
20151209,000000,1.0894300,1.1042800,1.0878200,1.1018100,2094601
20151210,000000,1.1018600,1.1030000,1.0923000,1.0946000,1870957
20151211,000000,1.0945900,1.1030800,1.0924600,1.0988000,2024276
20151212,000000,1.0989100,1.0996800,1.0978600,1.0986500,47179
20151213,000000,1.0978400,1.0985000,1.0974000,1.0974800,4096
20151214,000000,1.0974700,1.1050000,1.0943900,1.0985600,2015879
20151215,000000,1.0985600,1.1060000,1.0902000,1.0920600,1950620
20151216,000000,1.0920300,1.1011700,1.0887000,1.0917100,2178923
20151217,000000,1.0917500,1.0918300,1.0800000,1.0817600,1890999
20151218,000000,1.0818000,1.0874400,1.0802000,1.0872700,1898677
20151219,000000,1.0872800,1.0873300,1.0861800,1.0862900,37948
20151220,000000,1.0863500,1.0869000,1.0860600,1.0863000,1425
20151221,000000,1.0864800,1.0939200,1.0846000,1.0919900,1553820
20151222,000000,1.0920300,1.0984200,1.0900000,1.0950100,1544722
20151223,000000,1.0950800,1.0957200,1.0867000,1.0922800,1360582
20151224,000000,1.0922300,1.0971000,1.0901700,1.0963300,939458
20151225,000000,1.0963200,1.0975000,1.0939000,1.0973000,40474
20151226,000000,1.0975000,1.0975000,1.0973000,1.0973000,1281
20151227,000000,1.0952000,1.0952000,1.0948000,1.0948000,41
20151228,000000,1.0952000,1.0992500,1.0950900,1.0973000,1006503
20151229,000000,1.0973300,1.0991800,1.0898000,1.0933900,1186175
20151230,000000,1.0934200,1.0943700,1.0899000,1.0930500,1229430
20151231,000000,1.0930700,1.0937200,1.0850000,1.0865500,1074895
20160101,000000,1.0865500,1.0869500,1.0848000,1.0858400,34724
20160102,000000,1.0863000,1.0863600,1.0858400,1.0858400,108
20160103,000000,1.0850000,1.0861700,1.0849100,1.0853800,2238
20160104,000000,1.0855100,1.0946300,1.0779000,1.0828500,1868632
20160105,000000,1.0828700,1.0838800,1.0708000,1.0750400,1693222
20160106,000000,1.0750100,1.0799400,1.0713600,1.0787000,1876213
20160107,000000,1.0787000,1.0940100,1.0770000,1.0934300,2165088
20160108,000000,1.0934600,1.0940000,1.0801300,1.0918000,2160739
20160109,000000,1.0919300,1.0930300,1.0914700,1.0919300,41168
20160110,000000,1.0919500,1.0919500,1.0912000,1.0915000,1687
20160111,000000,1.0917000,1.0969800,1.0846900,1.0852100,1941372
20160112,000000,1.0851700,1.0900200,1.0818000,1.0853700,2054182
20160113,000000,1.0853900,1.0883600,1.0802000,1.0882500,2070597
20160114,000000,1.0882600,1.0943200,1.0833100,1.0864600,2264097
20160115,000000,1.0864400,1.0984600,1.0852500,1.0917400,2350331
20160116,000000,1.0917200,1.0920000,1.0903700,1.0915800,36904
20160117,000000,1.0910000,1.0937900,1.0909000,1.0927700,4051
20160118,000000,1.0927600,1.0937100,1.0868000,1.0898100,1475044
20160119,000000,1.0898500,1.0938900,1.0857000,1.0909900,1893361
20160120,000000,1.0910200,1.0976000,1.0874800,1.0891100,2276026
20160121,000000,1.0891200,1.0921600,1.0777000,1.0887700,2499375
20160122,000000,1.0887900,1.0889100,1.0787500,1.0795900,2069026
20160123,000000,1.0796800,1.0801600,1.0791500,1.0793400,35604
20160124,000000,1.0797800,1.0799600,1.0788300,1.0790900,593
20160125,000000,1.0791700,1.0856600,1.0786400,1.0854000,1694772
20160126,000000,1.0854100,1.0874400,1.0816000,1.0858900,1735616
20160127,000000,1.0858800,1.0916500,1.0848500,1.0891600,2003296
20160128,000000,1.0892200,1.0967700,1.0862000,1.0940900,1922340
20160129,000000,1.0940900,1.0948500,1.0808000,1.0833300,2331773
20160130,000000,1.0833200,1.0836700,1.0827500,1.0829000,31392
20160131,000000,1.0833000,1.0842000,1.0819100,1.0828000,4917
20160201,000000,1.0833400,1.0912800,1.0812400,1.0893800,1629665
20160202,000000,1.0894300,1.0940000,1.0882600,1.0913100,1741128
20160203,000000,1.0913800,1.1145500,1.0902000,1.1108800,2295649
20160204,000000,1.1109000,1.1240000,1.1068000,1.1204700,2549812
20160205,000000,1.1205700,1.1246400,1.1107000,1.1152300,2089759
20160206,000000,1.1152600,1.1166000,1.1146100,1.1152100,45107
20160207,000000,1.1151300,1.1152300,1.1144300,1.1144300,60
20160208,000000,1.1143000,1.1215900,1.1084000,1.1189400,2141393
20160209,000000,1.1190200,1.1338000,1.1161000,1.1293000,2827593
20160210,000000,1.1294000,1.1311500,1.1159700,1.1293400,2742439
20160211,000000,1.1293100,1.1376400,1.1272000,1.1325900,3141506
20160212,000000,1.1325800,1.1334000,1.1213000,1.1253900,2546859
20160213,000000,1.1253800,1.1259200,1.1244600,1.1254000,40858
20160214,000000,1.1248400,1.1248400,1.1226800,1.1236700,52
20160215,000000,1.1237000,1.1249900,1.1126000,1.1152500,1912523
20160216,000000,1.1152500,1.1192900,1.1122200,1.1141000,2301773
20160217,000000,1.1141900,1.1180000,1.1104100,1.1129600,2335343
20160218,000000,1.1129900,1.1150000,1.1070000,1.1097500,2271581
20160219,000000,1.1097500,1.1140000,1.1064000,1.1128900,2174816
20160220,000000,1.1129500,1.1133200,1.1124500,1.1126400,46210
20160221,000000,1.1128900,1.1131700,1.1113000,1.1118400,3041
20160222,000000,1.1118300,1.1124700,1.1002000,1.1024000,1949552
20160223,000000,1.1024800,1.1052700,1.0988000,1.1017700,2205845
20160224,000000,1.1017700,1.1046300,1.0956000,1.1006600,1898915
20160225,000000,1.1007200,1.1050000,1.0985800,1.1024600,2193687
20160226,000000,1.1024400,1.1068300,1.0911000,1.0939600,2122833
20160227,000000,1.0939200,1.0940300,1.0924100,1.0931000,36861
20160228,000000,1.0922000,1.0928000,1.0916200,1.0919700,2298
20160229,000000,1.0919600,1.0962600,1.0857000,1.0878500,2025977
20160301,000000,1.0878900,1.0893500,1.0832200,1.0866900,2157900
20160302,000000,1.0867700,1.0881100,1.0823600,1.0865900,2003902
20160303,000000,1.0865700,1.0972700,1.0851300,1.0960700,1808921
20160304,000000,1.0960300,1.1043400,1.0902000,1.1001300,2141419
20160305,000000,1.1001600,1.1012400,1.0998300,1.1004000,43506
20160306,000000,1.0998900,1.1000000,1.0989900,1.0989900,205
20160307,000000,1.0990000,1.1025800,1.0937000,1.1011900,1530052
20160308,000000,1.1012000,1.1057700,1.0991600,1.1004600,1926011
20160309,000000,1.1005300,1.1035000,1.0944000,1.1003500,1806698
20160310,000000,1.1003000,1.1218200,1.0821000,1.1177900,2386785
20160311,000000,1.1177900,1.1209800,1.1078000,1.1150400,2307577
20160312,000000,1.1150500,1.1155100,1.1144000,1.1152200,36408
20160313,000000,1.1145400,1.1145400,1.1129400,1.1135300,2612
20160314,000000,1.1136500,1.1176300,1.1076800,1.1101000,1751548
20160315,000000,1.1101800,1.1125000,1.1071000,1.1108700,1822540
20160316,000000,1.1108700,1.1242400,1.1055000,1.1222700,1962886
20160317,000000,1.1224000,1.1342500,1.1203900,1.1317200,2290128
20160318,000000,1.1317800,1.1337200,1.1254000,1.1268400,1879593
20160319,000000,1.1269000,1.1272000,1.1269000,1.1269000,33
20160320,000000,1.1262900,1.1266400,1.1251600,1.1256000,3921
20160321,000000,1.1260600,1.1285400,1.1232000,1.1240100,1472375
20160322,000000,1.1240300,1.1261800,1.1186000,1.1216800,1829246
20160323,000000,1.1215400,1.1223500,1.1157000,1.1179700,1613055
20160324,000000,1.1181000,1.1190000,1.1142700,1.1173400,1550876
20160325,000000,1.1173400,1.1182000,1.1151500,1.1163900,663412
20160326,000000,1.1161700,1.1163600,1.1161700,1.1163600,13
20160327,000000,1.1160000,1.1166200,1.1159200,1.1159600,1701
20160328,000000,1.1165400,1.1219900,1.1152000,1.1196000,814592
20160329,000000,1.1194500,1.1303300,1.1167700,1.1290200,1812811
20160330,000000,1.1289000,1.1365400,1.1281800,1.1336800,1928711
20160331,000000,1.1337100,1.1411900,1.1308000,1.1378100,1899897
20160401,000000,1.1377400,1.1437900,1.1334100,1.1393300,1756131
20160402,000000,1.1394300,1.1396300,1.1394000,1.1394000,21
20160403,000000,1.1385200,1.1400100,1.1383000,1.1397500,4209
20160404,000000,1.1392300,1.1412700,1.1355000,1.1389000,1377046
20160405,000000,1.1389800,1.1405100,1.1334000,1.1383000,1583292
20160406,000000,1.1383000,1.1431700,1.1325800,1.1397700,1641595
20160407,000000,1.1398400,1.1454000,1.1335600,1.1375300,1736163
20160408,000000,1.1377100,1.1420000,1.1347800,1.1394800,1460481
20160409,000000,1.1400000,1.1400000,1.1388600,1.1395000,265
20160410,000000,1.1405200,1.1418600,1.1401800,1.1413600,3715
20160411,000000,1.1413500,1.1447300,1.1370500,1.1405600,1352450
20160412,000000,1.1405600,1.1464800,1.1345200,1.1384000,1574671
20160413,000000,1.1384100,1.1391200,1.1267000,1.1273300,1614770
20160414,000000,1.1273000,1.1294800,1.1231000,1.1264900,1501609
20160415,000000,1.1264900,1.1317000,1.1243000,1.1281000,1271699
20160416,000000,1.1281000,1.1284400,1.1281000,1.1282400,25
20160417,000000,1.1315000,1.1315000,1.1291400,1.1300700,1200
20160418,000000,1.1300300,1.1332500,1.1272800,1.1311000,922362
20160419,000000,1.1310300,1.1384700,1.1301500,1.1358100,1202892
20160420,000000,1.1357600,1.1388000,1.1288000,1.1295300,1327412
20160421,000000,1.1295400,1.1398000,1.1269000,1.1287000,1495166
20160422,000000,1.1286400,1.1308600,1.1216900,1.1220900,1428040
20160423,000000,1.1224200,1.1224200,1.1215300,1.1215300,87
20160424,000000,1.1222300,1.1227000,1.1213000,1.1214000,4259
20160425,000000,1.1217200,1.1280000,1.1215200,1.1266800,1284141
20160426,000000,1.1266100,1.1340000,1.1254000,1.1295200,1411629
20160427,000000,1.1295300,1.1361200,1.1270900,1.1319800,1451358
20160428,000000,1.1319700,1.1370000,1.1294000,1.1350600,1686561
20160429,000000,1.1351500,1.1460000,1.1345900,1.1447900,1646078
20160430,000000,1.1448000,1.1452300,1.1447000,1.1448500,66
20160501,000000,1.1448500,1.1462000,1.1446100,1.1456800,4525
20160502,000000,1.1456700,1.1536200,1.1446000,1.1531100,1296884
20160503,000000,1.1534100,1.1616300,1.1493000,1.1495600,1587701
20160504,000000,1.1495900,1.1529500,1.1465600,1.1484800,1635331
20160505,000000,1.1485700,1.1494000,1.1384000,1.1403700,1367183
20160506,000000,1.1404600,1.1480700,1.1384500,1.1403700,1426020
20160507,000000,1.1403800,1.1404000,1.1399100,1.1399100,60
20160508,000000,1.1398000,1.1403000,1.1388600,1.1393000,3120
20160509,000000,1.1400800,1.1420200,1.1373400,1.1382000,1219445
20160510,000000,1.1381400,1.1409900,1.1357000,1.1371000,1311132
20160511,000000,1.1370000,1.1446700,1.1366900,1.1425800,1248660
20160512,000000,1.1425200,1.1430000,1.1368000,1.1374000,1277139
20160513,000000,1.1374600,1.1379800,1.1281000,1.1309700,1425563
20160514,000000,1.1308000,1.1308800,1.1305000,1.1305000,54
20160515,000000,1.1306000,1.1312000,1.1299000,1.1309000,3517
20160516,000000,1.1310400,1.1342400,1.1299800,1.1319100,1068815
20160517,000000,1.1319000,1.1348700,1.1301000,1.1311800,1245348
20160518,000000,1.1311000,1.1321000,1.1212000,1.1214900,1423633
20160519,000000,1.1214700,1.1230000,1.1177000,1.1202300,1407593
20160520,000000,1.1201800,1.1240000,1.1194300,1.1221900,1123187
20160521,000000,1.1222000,1.1222000,1.1219100,1.1219100,31
20160522,000000,1.1218000,1.1218900,1.1203400,1.1205700,2561
20160523,000000,1.1205600,1.1242900,1.1185000,1.1218500,1041530
20160524,000000,1.1219300,1.1227100,1.1131000,1.1140100,1209705
20160525,000000,1.1139000,1.1166900,1.1127900,1.1155000,1225231
20160526,000000,1.1153900,1.1216800,1.1147600,1.1193300,1276934
20160527,000000,1.1192800,1.1200800,1.1109000,1.1113300,1255791
20160528,000000,1.1113000,1.1113000,1.1108700,1.1108700,55
20160530,000000,1.1104200,1.1145000,1.1095900,1.1136700,794850
20160531,000000,1.1137600,1.1173400,1.1120000,1.1131100,1392604
20160601,000000,1.1131300,1.1194100,1.1111000,1.1187000,1432569
20160602,000000,1.1186600,1.1220100,1.1144000,1.1149700,1388432
20160603,000000,1.1150200,1.1373600,1.1134000,1.1366200,1486677
20160604,000000,1.1365600,1.1371000,1.1362700,1.1362700,228
20160605,000000,1.1351000,1.1358000,1.1335600,1.1353500,3584
20160606,000000,1.1354600,1.1392800,1.1325300,1.1353400,1448733
20160607,000000,1.1353400,1.1380500,1.1336000,1.1354800,1291156
20160608,000000,1.1357800,1.1410700,1.1348000,1.1393300,1299775
20160609,000000,1.1393800,1.1415500,1.1304000,1.1314300,1393244
20160610,000000,1.1314400,1.1321400,1.1243800,1.1249800,1424910
20160611,000000,1.1250000,1.1250400,1.1246600,1.1248400,131
20160612,000000,1.1250000,1.1260000,1.1242300,1.1247800,3803
20160613,000000,1.1251600,1.1302900,1.1230000,1.1290400,1436037
20160614,000000,1.1290000,1.1298800,1.1187200,1.1207200,1407539
20160615,000000,1.1205000,1.1298600,1.1188000,1.1258800,1343804
20160616,000000,1.1259700,1.1294900,1.1128900,1.1224000,1719754
20160617,000000,1.1224600,1.1296300,1.1219000,1.1276100,1394548
20160618,000000,1.1275000,1.1281000,1.1273100,1.1279000,64
20160619,000000,1.1281000,1.1338000,1.1279000,1.1329000,3114
20160620,000000,1.1331700,1.1382500,1.1300000,1.1313500,1397839
20160621,000000,1.1312500,1.1350000,1.1239500,1.1242600,1312832
20160622,000000,1.1242400,1.1337700,1.1235000,1.1295800,1296059
20160623,000000,1.1294800,1.1421300,1.1293900,1.1384000,1523695
20160624,000000,1.1384800,1.1428000,1.0910800,1.1111800,2719828
20160625,000000,1.1115900,1.1116800,1.1114800,1.1114800,28
20160626,000000,1.1056600,1.1056600,1.0997600,1.1002100,3134
20160627,000000,1.1011900,1.1083600,1.0969900,1.1023800,1860549
20160628,000000,1.1022800,1.1111600,1.1007800,1.1063500,1525397
20160629,000000,1.1063500,1.1130800,1.1047000,1.1122300,1557826
20160630,000000,1.1123100,1.1154600,1.1023100,1.1106400,1707926
20160701,000000,1.1107000,1.1169900,1.1070000,1.1136500,1375070
20160702,000000,1.1133300,1.1135000,1.1133300,1.1135000,11
20160703,000000,1.1140000,1.1140000,1.1113200,1.1129000,647
20160704,000000,1.1129800,1.1163000,1.1096000,1.1153300,869602
20160705,000000,1.1152600,1.1186500,1.1060400,1.1074600,1253173
20160706,000000,1.1075700,1.1111600,1.1028300,1.1099900,1577446
20160707,000000,1.1101200,1.1107200,1.1050000,1.1061100,1371778
20160708,000000,1.1061200,1.1120500,1.1000800,1.1049300,1281517
20160709,000000,1.1051500,1.1052600,1.1049000,1.1049000,16
20160710,000000,1.1047000,1.1050400,1.1043000,1.1047000,1029
20160711,000000,1.1049900,1.1074600,1.1014000,1.1057400,1272086
20160712,000000,1.1057600,1.1126300,1.1050000,1.1059700,1427316
20160713,000000,1.1059900,1.1120000,1.1040000,1.1088900,1620343
20160714,000000,1.1088600,1.1164800,1.1084000,1.1118300,1719083
20160715,000000,1.1118600,1.1150000,1.1023000,1.1029100,1653769
20160716,000000,1.1027400,1.1029000,1.1026100,1.1026100,53
20160717,000000,1.1040000,1.1073000,1.1039000,1.1047100,3031
20160718,000000,1.1049300,1.1084300,1.1035000,1.1075200,1242690
20160719,000000,1.1075200,1.1080500,1.0998000,1.1019700,1358152
20160720,000000,1.1019300,1.1030200,1.0980000,1.1013200,1378552
20160721,000000,1.1013300,1.1060500,1.0978700,1.1024600,1578536
20160722,000000,1.1024100,1.1041000,1.0953000,1.0973300,1415201
20160723,000000,1.0975000,1.0976000,1.0974000,1.0975000,11
20160724,000000,1.0972000,1.0986900,1.0971000,1.0973000,1270
20160725,000000,1.0971000,1.0999100,1.0950000,1.0992900,1212632
20160726,000000,1.0994700,1.1029800,1.0976000,1.0986200,1309326
20160727,000000,1.0986100,1.1065000,1.0960700,1.1057500,1514805
20160728,000000,1.1057400,1.1119500,1.1049000,1.1074800,1457408
20160729,000000,1.1074900,1.1197600,1.1071000,1.1171200,1538545
20160730,000000,1.1173300,1.1175000,1.1172000,1.1175000,37
20160731,000000,1.1173000,1.1176300,1.1170000,1.1171000,319
20160801,000000,1.1176100,1.1184000,1.1153000,1.1160200,1228472
20160802,000000,1.1161100,1.1233800,1.1155000,1.1221300,1379066
20160803,000000,1.1220900,1.1229000,1.1138000,1.1148700,1242881
20160804,000000,1.1147700,1.1156300,1.1112900,1.1127600,1333374
20160805,000000,1.1128400,1.1161300,1.1044000,1.1085400,1247096
20160806,000000,1.1084500,1.1086400,1.1081000,1.1081000,70
20160807,000000,1.1082000,1.1089000,1.1071900,1.1079000,503
20160808,000000,1.1084100,1.1105000,1.1070000,1.1088000,1116622
20160809,000000,1.1086900,1.1122600,1.1068000,1.1116100,1188163
20160810,000000,1.1116100,1.1190200,1.1109000,1.1174500,1314451
20160811,000000,1.1174400,1.1191500,1.1133000,1.1136400,1271381
20160812,000000,1.1136800,1.1221300,1.1129000,1.1162100,1175819
20160813,000000,1.1160700,1.1162300,1.1160700,1.1162300,7
20160814,000000,1.1161000,1.1173000,1.1160400,1.1166600,291
20160815,000000,1.1167300,1.1203600,1.1151000,1.1181300,1121408
20160816,000000,1.1182600,1.1322500,1.1175000,1.1278100,1517420
20160817,000000,1.1277900,1.1315900,1.1240000,1.1287900,1491077
20160818,000000,1.1288800,1.1366300,1.1282000,1.1353800,1605823
20160819,000000,1.1353700,1.1359600,1.1302000,1.1321300,1492944
20160820,000000,1.1325000,1.1325000,1.1325000,1.1325000,1
20160821,000000,1.1319000,1.1319000,1.1302000,1.1306700,3031
20160822,000000,1.1306600,1.1330700,1.1268800,1.1319800,1463660
20160823,000000,1.1317900,1.1355300,1.1300000,1.1304400,1415521
20160824,000000,1.1304300,1.1311400,1.1242000,1.1262800,1468598
20160825,000000,1.1263300,1.1297500,1.1256000,1.1283800,1236812
20160826,000000,1.1283500,1.1340700,1.1179000,1.1194300,1604453
20160827,000000,1.1194600,1.1196400,1.1194600,1.1195000,11
20160828,000000,1.1191500,1.1197000,1.1172000,1.1174900,3389
20160829,000000,1.1175000,1.1207800,1.1156900,1.1188100,1434801
20160830,000000,1.1188400,1.1192300,1.1129000,1.1142100,1432886
20160831,000000,1.1141200,1.1165600,1.1121000,1.1156600,1485551
20160901,000000,1.1156600,1.1205200,1.1126000,1.1196100,1403551
20160902,000000,1.1196400,1.1252100,1.1149000,1.1152100,1583155
20160903,000000,1.1152000,1.1152000,1.1152000,1.1152000,1
20160904,000000,1.1148000,1.1156000,1.1141200,1.1154600,1784
20160905,000000,1.1155300,1.1182400,1.1138000,1.1146800,1166003
20160906,000000,1.1146900,1.1263100,1.1139000,1.1252700,1513569
20160907,000000,1.1254500,1.1271700,1.1227000,1.1238500,1367426
20160908,000000,1.1238700,1.1327000,1.1233000,1.1258400,1798570
20160909,000000,1.1259800,1.1285100,1.1197000,1.1231800,1806040
20160910,000000,1.1229400,1.1230500,1.1225000,1.1225000,9
20160911,000000,1.1229000,1.1243400,1.1227400,1.1233400,2963
20160912,000000,1.1235100,1.1268300,1.1208000,1.1233700,1992170
20160913,000000,1.1233900,1.1260600,1.1202000,1.1217700,1972378
20160914,000000,1.1219300,1.1274100,1.1207000,1.1248800,1835180
20160915,000000,1.1248600,1.1284400,1.1216000,1.1243000,1906990
20160916,000000,1.1242400,1.1250100,1.1147000,1.1156600,1818385
20160918,000000,1.1158000,1.1163300,1.1147000,1.1152000,245
20160919,000000,1.1155200,1.1200000,1.1149700,1.1173900,1670348
20160920,000000,1.1172400,1.1213400,1.1147000,1.1149800,1795432
20160921,000000,1.1150500,1.1196600,1.1120000,1.1188500,2125018
20160922,000000,1.1185900,1.1257400,1.1182000,1.1206700,1889470
20160923,000000,1.1207500,1.1240500,1.1191000,1.1223700,1758475
20160924,000000,1.1223700,1.1226000,1.1223000,1.1226000,13
20160925,000000,1.1225000,1.1229400,1.1220100,1.1227000,1637
20160926,000000,1.1227300,1.1280000,1.1219000,1.1253200,1579857
20160927,000000,1.1252900,1.1260000,1.1189000,1.1214200,1730984
20160928,000000,1.1214200,1.1237000,1.1179000,1.1217000,1832599
20160929,000000,1.1216200,1.1250100,1.1195800,1.1221300,1914118
20160930,000000,1.1221300,1.1251100,1.1151000,1.1240000,2162988
20161001,000000,1.1239000,1.1240300,1.1239000,1.1240300,2
20161002,000000,1.1237000,1.1238200,1.1221000,1.1227000,6306
20161003,000000,1.1227900,1.1244200,1.1203000,1.1210400,1516648
20161004,000000,1.1210900,1.1240000,1.1136000,1.1201400,1986503
20161005,000000,1.1204100,1.1233300,1.1187000,1.1204400,1769671
20161006,000000,1.1203700,1.1212600,1.1138000,1.1146700,1802793
20161007,000000,1.1149700,1.1204900,1.1102000,1.1198600,2408430
20161008,000000,1.1200300,1.1200300,1.1197500,1.1200000,28
20161009,000000,1.1191000,1.1196000,1.1170500,1.1174000,1023
20161010,000000,1.1179200,1.1203200,1.1129000,1.1137200,1565998
20161011,000000,1.1137300,1.1142400,1.1046000,1.1052300,1801390
20161012,000000,1.1053200,1.1067600,1.1002000,1.1005400,1987387
20161013,000000,1.1006000,1.1057600,1.0983000,1.1055500,1909495
20161014,000000,1.1055500,1.1058400,1.0968000,1.0971600,1692393
20161015,000000,1.0971600,1.0971600,1.0966000,1.0966000,21
20161016,000000,1.0972000,1.0978000,1.0964000,1.0966200,7979
20161017,000000,1.0971400,1.1010000,1.0961000,1.0998400,1648639
20161018,000000,1.0999100,1.1026300,1.0968400,1.0980200,1611218
20161019,000000,1.0980400,1.1004800,1.0952000,1.0973600,1630524
20161020,000000,1.0973200,1.1039200,1.0913000,1.0928900,1740232
20161021,000000,1.0928800,1.0929700,1.0857000,1.0883600,1609395
20161022,000000,1.0881800,1.0883800,1.0881800,1.0883800,14
20161023,000000,1.0879000,1.0888000,1.0876000,1.0878000,6404
20161024,000000,1.0882000,1.0900000,1.0857000,1.0880000,1393789
20161025,000000,1.0881100,1.0905000,1.0848000,1.0887900,1468510
20161026,000000,1.0887200,1.0946800,1.0872000,1.0907200,1455005
20161027,000000,1.0907700,1.0942300,1.0880000,1.0894900,1480765
20161028,000000,1.0895600,1.0991700,1.0890000,1.0982000,1648109
20161029,000000,1.0985400,1.0985400,1.0981000,1.0981000,2
20161030,000000,1.0983000,1.0991200,1.0977300,1.0989700,8586
20161031,000000,1.0989600,1.0991200,1.0934000,1.0980000,1357488
20161101,000000,1.0980400,1.1069000,1.0956000,1.1053500,1543486
20161102,000000,1.1055000,1.1123100,1.1047000,1.1097000,1761796
20161103,000000,1.1097000,1.1126100,1.1057000,1.1103500,1695176
20161104,000000,1.1104700,1.1141900,1.1078000,1.1137900,1565601
20161105,000000,1.1137800,1.1145000,1.1136000,1.1145000,19
20161106,000000,1.1134000,1.1135000,1.1041000,1.1067000,609
20161107,000000,1.1067300,1.1110400,1.1025000,1.1044600,1565197
20161108,000000,1.1044800,1.1067100,1.1006000,1.1014500,1443668
20161109,000000,1.1014400,1.1299600,1.0908000,1.0909200,3110816
20161110,000000,1.0908900,1.0953600,1.0862000,1.0885400,2269378
20161111,000000,1.0885000,1.0923500,1.0829000,1.0846900,2149014
20161112,000000,1.0846900,1.0862800,1.0843000,1.0851900,35580
20161113,000000,1.0846000,1.0846000,1.0824000,1.0830000,505
20161114,000000,1.0830000,1.0841800,1.0707000,1.0734200,2322250
20161115,000000,1.0734300,1.0816700,1.0711000,1.0728700,2058222
