<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20140808,000000,1.3364000,1.3433000,1.3341000,1.3412000,0
20140809,000000,1.3412000,1.3417000,1.3406000,1.3410000,0
20140810,000000,1.3400000,1.3409000,1.3400000,1.3405000,0
20140811,000000,1.3404000,1.3412000,1.3378000,1.3384000,0
20140812,000000,1.3384000,1.3387000,1.3334000,1.3365000,0
20140813,000000,1.3366000,1.3415000,1.3340000,1.3362000,0
20140814,000000,1.3363000,1.3408000,1.3346000,1.3369000,0
20140815,000000,1.3368000,1.3412000,1.3356000,1.3397000,0
20140816,000000,1.3398000,1.3400000,1.3393000,1.3395000,0
20140818,000000,1.3392000,1.3400000,1.3350000,1.3363000,0
20140819,000000,1.3363000,1.3364000,1.3310000,1.3321000,0
20140820,000000,1.3320000,1.3326000,1.3254000,1.3261000,0
20140821,000000,1.3261000,1.3290000,1.3239000,1.3280000,0
20140822,000000,1.3281000,1.3297000,1.3218000,1.3242000,0
20140823,000000,1.3243000,1.3247000,1.3236000,1.3241000,0
20140824,000000,1.3213000,1.3223000,1.3201000,1.3207000,0
20140825,000000,1.3204000,1.3210000,1.3181000,1.3193000,0
20140826,000000,1.3194000,1.3215000,1.3163000,1.3171000,0
20140827,000000,1.3170000,1.3210000,1.3151000,1.3194000,0
20140828,000000,1.3194000,1.3221000,1.3157000,1.3184000,0
20140829,000000,1.3183000,1.3196000,1.3132000,1.3139000,0
20140830,000000,1.3139000,1.3143000,1.3129000,1.3133000,0
20140831,000000,1.3133000,1.3134000,1.3127000,1.3128000,0
20140901,000000,1.3128000,1.3146000,1.3116000,1.3130000,0
20140902,000000,1.3130000,1.3137000,1.3107000,1.3129000,0
20140903,000000,1.3129000,1.3160000,1.3120000,1.3147000,0
20140904,000000,1.3146000,1.3154000,1.2917000,1.2948000,0
20140905,000000,1.2948000,1.2988000,1.2919000,1.2951000,0
20140906,000000,1.2951000,1.2955000,1.2945000,1.2948000,0
20140907,000000,1.2945000,1.2948000,1.2929000,1.2945000,0
20140908,000000,1.2945000,1.2960000,1.2881000,1.2899000,0
20140909,000000,1.2899000,1.2957000,1.2856000,1.2949000,0
20140910,000000,1.2949000,1.2963000,1.2881000,1.2914000,0
20140911,000000,1.2913000,1.2952000,1.2894000,1.2917000,0
20140912,000000,1.2917000,1.2979000,1.2906000,1.2948000,0
20140913,000000,1.2948000,1.2964000,1.2946000,1.2961000,0
20140914,000000,1.2970000,1.2979000,1.2964000,1.2975000,0
20140915,000000,1.2975000,1.2978000,1.2906000,1.2939000,0
20140916,000000,1.2939000,1.2995000,1.2920000,1.2958000,0
20140917,000000,1.2958000,1.2981000,1.2851000,1.2875000,0
20140918,000000,1.2875000,1.2930000,1.2832000,1.2917000,0
20140919,000000,1.2918000,1.2931000,1.2828000,1.2837000,0
20140920,000000,1.2836000,1.2837000,1.2826000,1.2829000,0
20140921,000000,1.2828000,1.2831000,1.2823000,1.2830000,0
20140922,000000,1.2829000,1.2868000,1.2814000,1.2849000,0
20140923,000000,1.2849000,1.2901000,1.2840000,1.2857000,0
20140924,000000,1.2857000,1.2864000,1.2771000,1.2783000,0
20140925,000000,1.2783000,1.2784000,1.2696000,1.2746000,0
20140926,000000,1.2745000,1.2761000,1.2675000,1.2683000,0
20140927,000000,1.2682000,1.2686000,1.2677000,1.2681000,0
20140928,000000,1.2689000,1.2699000,1.2686000,1.2690000,0
20140929,000000,1.2689000,1.2715000,1.2661000,1.2690000,0
20140930,000000,1.2688000,1.2702000,1.2568000,1.2629000,0
20141001,000000,1.2630000,1.2640000,1.2582000,1.2616000,0
20141002,000000,1.2616000,1.2699000,1.2612000,1.2663000,0
20141003,000000,1.2662000,1.2675000,1.2498000,1.2511000,0
20141004,000000,1.2510000,1.2517000,1.2508000,1.2512000,0
20141005,000000,1.2506000,1.2515000,1.2502000,1.2509000,0
20141006,000000,1.2509000,1.2675000,1.2507000,1.2644000,0
20141007,000000,1.2644000,1.2682000,1.2581000,1.2661000,2395
20141008,000000,1.2660000,1.2749000,1.2620000,1.2740000,5644
20141009,000000,1.2740000,1.2792000,1.2662000,1.2686000,0
20141010,000000,1.2686000,1.2716000,1.2604000,1.2612000,0
20141011,000000,1.2612000,1.2630000,1.2611000,1.2627000,0
20141012,000000,1.2630000,1.2651000,1.2625000,1.2633000,0
20141013,000000,1.2632000,1.2699000,1.2619000,1.2689000,0
20141014,000000,1.2689000,1.2768000,1.2638000,1.2654000,0
20141015,000000,1.2655000,1.2887000,1.2622000,1.2807000,0
20141016,000000,1.2807000,1.2845000,1.2703000,1.2804000,0
20141017,000000,1.2805000,1.2837000,1.2742000,1.2760000,0
20141018,000000,1.2760000,1.2763000,1.2754000,1.2758000,0
20141019,000000,1.2759000,1.2764000,1.2744000,1.2746000,0
20141020,000000,1.2745000,1.2817000,1.2728000,1.2804000,0
20141021,000000,1.2804000,1.2840000,1.2713000,1.2714000,0
20141022,000000,1.2715000,1.2740000,1.2636000,1.2644000,0
20141023,000000,1.2644000,1.2677000,1.2613000,1.2651000,0
20141024,000000,1.2651000,1.2696000,1.2632000,1.2667000,0
20141025,000000,1.2667000,1.2672000,1.2665000,1.2669000,0
20141026,000000,1.2682000,1.2697000,1.2673000,1.2675000,0
20141027,000000,1.2676000,1.2723000,1.2663000,1.2698000,0
20141028,000000,1.2697000,1.2765000,1.2683000,1.2734000,0
20141029,000000,1.2733000,1.2771000,1.2628000,1.2631000,0
20141030,000000,1.2631000,1.2639000,1.2545000,1.2613000,0
20141031,000000,1.2612000,1.2617000,1.2483000,1.2523000,712803
20141101,000000,1.2523100,1.2524000,1.2521000,1.2524000,157
20141103,000000,1.2493300,1.2510000,1.2469700,1.2491200,1106868
20141104,000000,1.2491400,1.2577400,1.2478000,1.2544800,1476930
20141105,000000,1.2543700,1.2567000,1.2456000,1.2482500,1558700
20141106,000000,1.2481900,1.2533300,1.2471000,1.2522000,1055237
20141107,000000,1.2378000,1.2469500,1.2356800,1.2453000,1229437
20141108,000000,1.2453700,1.2463100,1.2450000,1.2454000,14945
20141110,000000,1.2473200,1.2510000,1.2417000,1.2421200,614697
20141111,000000,1.2420400,1.2499100,1.2392000,1.2475500,891912
20141112,000000,1.2475900,1.2498000,1.2417000,1.2433700,1235735
