datetime,close,high,low,open,quoteVolume,volume,weightedAverage
2017-06-13 19:30:00,0.00732,0.00735,0.00732,0.00734,3822.54587277,28.01013824,0.00732761
2017-06-13 19:35:00,0.007321,0.00733999,0.00732,0.00732002,863.65645896,6.32539316,0.00732396
2017-06-13 19:40:00,0.00732101,0.00735248,0.00732,0.00733331,5028.83351414,36.87472653,0.00733266
2017-06-13 19:45:00,0.00732101,0.0073459,0.007321,0.00733,2514.71798539,18.44214449,0.00733368
2017-06-13 19:50:00,0.00732101,0.00734001,0.007321,0.007321,1067.39056558,7.81820134,0.00732459
2017-06-13 19:55:00,0.00734,0.00734,0.00732,0.00734,1423.09432165,10.4252474,0.00732575
2017-06-13 20:00:00,0.00734,0.00734,0.00732105,0.00732105,896.08521986,6.57461182,0.00733703
2017-06-13 20:05:00,0.0073804,0.00738569,0.00734,0.00734,6412.91141815,47.32458372,0.00737957
2017-06-13 20:10:00,0.00739995,0.00739997,0.007362,0.0073804,6217.66050429,45.92828714,0.00738674
2017-06-13 20:15:00,0.00741003,0.0074205,0.00738049,0.00738567,7662.9716183,56.73612936,0.00740393
2017-06-13 20:20:00,0.00743999,0.00744581,0.00741003,0.00741878,8677.14156762,64.45975751,0.00742868
2017-06-13 20:25:00,0.00745,0.00745602,0.00742,0.00743,5744.43826425,42.76091639,0.00744388
2017-06-13 20:30:00,0.00751899,0.00752003,0.00744149,0.00745,19872.15878739,148.87003368,0.00749138
2017-06-13 20:35:00,0.007493,0.00751899,0.00749003,0.0075001,3121.07946256,23.42613484,0.00750577
2017-06-13 20:40:00,0.00745,0.0075039,0.00741421,0.00749005,8103.95343525,60.47694625,0.00746264
2017-06-13 20:45:00,0.00744779,0.00749003,0.00743862,0.00746,5762.72210109,43.02025624,0.00746526
2017-06-13 20:50:00,0.00743897,0.0074899,0.00741311,0.00744779,5418.43650935,40.46409975,0.00746785
2017-06-13 20:55:00,0.00744999,0.00746427,0.00741,0.00743897,7621.98425921,56.66638198,0.00743459
2017-06-13 21:00:00,0.00742211,0.00746095,0.0074,0.00743098,10951.8218337,81.51019693,0.00744261
2017-06-13 21:05:00,0.00742,0.00743099,0.00739999,0.00740572,4202.54453872,31.12124455,0.00740533
2017-06-13 21:10:00,0.00739581,0.00742511,0.00738,0.00739999,4526.3790478,33.46783146,0.00739395
2017-06-13 21:15:00,0.00733046,0.00739582,0.00733,0.00739582,4261.18395537,31.39570646,0.00736783
2017-06-13 21:20:00,0.00729001,0.00733046,0.00729,0.00733046,7358.08354266,53.73368092,0.00730267
2017-06-13 21:25:00,0.00732271,0.00732271,0.00727,0.00729001,3936.61424781,28.71595731,0.00729458
2017-06-13 21:30:00,0.00736669,0.00736669,0.00729104,0.0073227,2497.29242998,18.33510261,0.00734199
2017-06-13 21:35:00,0.00740105,0.0074155,0.00735001,0.00736672,4525.69485604,33.4143315,0.00738324
2017-06-13 21:40:00,0.00739806,0.00742521,0.00738215,0.007405,6146.47192057,45.54564832,0.00741004
2017-06-13 21:45:00,0.00735,0.00739028,0.00726669,0.00737104,6858.88107923,50.29661007,0.00733306
2017-06-13 21:50:00,0.00740101,0.007415,0.00733795,0.00738988,3643.60057809,26.9294763,0.00739089
2017-06-13 21:55:00,0.007402,0.0074191,0.007401,0.00740185,2433.02984356,18.02641516,0.00740903
2017-06-13 22:00:00,0.0074,0.0074191,0.0073897,0.0074021,3000.41553271,22.21054809,0.00740249
2017-06-13 22:05:00,0.00738049,0.0074,0.00737485,0.0074,1415.86950577,10.46289957,0.00738973
2017-06-13 22:10:00,0.00738,0.00740409,0.00738,0.00738,3560.15669976,26.29016109,0.00738455
2017-06-13 22:15:00,0.00738921,0.00740409,0.00736407,0.00738001,1728.38211466,12.75040549,0.00737707
2017-06-13 22:20:00,0.00741866,0.00741866,0.00734011,0.00736508,4673.05561684,34.44413286,0.00737079
2017-06-13 22:25:00,0.00739999,0.00741867,0.00734108,0.00741867,3527.19349402,26.01467694,0.00737546
2017-06-13 22:30:00,0.0074,0.0074,0.00734112,0.00735837,3955.48105497,29.16068489,0.00737222
2017-06-13 22:35:00,0.00737104,0.00740997,0.00736006,0.00739999,2887.18777871,21.34373767,0.00739256
2017-06-13 22:40:00,0.007412,0.007412,0.00737284,0.00737285,3039.5552491,22.49820845,0.0074018
2017-06-13 22:45:00,0.00742203,0.00742203,0.0074,0.0074,1657.97185024,12.29925876,0.00741825
2017-06-13 22:50:00,0.00742996,0.00743,0.00742203,0.00742222,3054.22281019,22.67788293,0.00742509
2017-06-13 22:55:00,0.00739999,0.00743,0.00737018,0.00742996,3842.89321091,28.44289037,0.00740142
2017-06-13 23:00:00,0.00736511,0.00740001,0.00736509,0.00738515,3857.11110313,28.47585574,0.00738269
2017-06-13 23:05:00,0.007404,0.00743,0.00734781,0.00739982,6527.28456516,48.30824881,0.00740097
2017-06-13 23:10:00,0.00739997,0.00740399,0.0073752,0.00740399,999.94397615,7.38835119,0.00738876
2017-06-13 23:15:00,0.00739607,0.00739997,0.00737878,0.00739997,896.67779232,6.6227079,0.00738582
2017-06-13 23:20:00,0.00739999,0.00744,0.007396,0.00739607,6876.10258635,50.96329228,0.00741165
2017-06-13 23:25:00,0.007419,0.0074399,0.00737878,0.00740642,6820.39064635,50.47038696,0.00739992
2017-06-13 23:30:00,0.00738205,0.00742,0.007382,0.00742,1407.21118857,10.43132808,0.00741276
2017-06-13 23:35:00,0.0074,0.00744,0.00738221,0.00739708,2823.52797693,20.97476656,0.00742856
2017-06-13 23:40:00,0.00739999,0.0074,0.00737511,0.0074,1118.45981,8.26405282,0.00738877
2017-06-13 23:45:00,0.00738202,0.0074,0.0073754,0.00739681,3819.52112498,28.25394891,0.00739724
2017-06-13 23:50:00,0.00744123,0.00745101,0.00738201,0.00738203,3783.32302445,28.11261207,0.00743066
