date,open,close,high,low
1492893900,0.00254634,0.00254479,0.00255477,0.00254478
1492894200,0.00254634,0.00254633,0.00255431,0.00254478
1492894500,0.00254634,0.00254495,0.00255378,0.00254478
1492894800,0.00254634,0.00254525,0.00255324,0.00254502
1492895100,0.00254526,0.00254478,0.00255324,0.00254478
1492895400,0.00255305,0.00254479,0.00255305,0.00254478
1492895700,0.00254479,0.00254633,0.00255173,0.00253224
1492896000,0.00253945,0.00253258,0.00255172,0.00253258
1492896300,0.00254632,0.00253945,0.00254934,0.00253516
1492896600,0.00254633,0.00253945,0.00255156,0.00253945
1492896900,0.00254284,0.00253945,0.00254633,0.00253258
1492897200,0.00254633,0.00253942,0.00254633,0.00253258
1492897500,0.00253268,0.00253259,0.00253945,0.002531
1492897800,0.00253259,0.00253258,0.00254633,0.00253034
1492898100,0.00253259,0.00253258,0.00254669,0.00253258
1492898400,0.00253945,0.00253096,0.00254629,0.00253096
1492898700,0.00253496,0.00253258,0.00253945,0.00253087
1492899000,0.00253945,0.00253945,0.002545,0.00253088
1492899300,0.00253945,0.00253934,0.00254633,0.002531
1492899600,0.00253926,0.00253087,0.00253945,0.00253087
1492899900,0.00253942,0.00253292,0.00254599,0.00253087
1492900200,0.00254595,0.00254631,0.00254633,0.00253264
1492900500,0.00253946,0.00254488,0.00254998,0.00253569
1492900800,0.00254488,0.00254633,0.00255,0.00253469
1492901100,0.00253947,0.00254057,0.00254999,0.00253523
1492901400,0.00254998,0.00254958,0.00255,0.00254044
1492901700,0.00254045,0.00254867,0.00254957,0.00254045
1492902000,0.00254867,0.00254213,0.00255001,0.00254213
1492902300,0.00254214,0.00254046,0.00254909,0.00254044
1492902600,0.00254048,0.00254044,0.00255173,0.00254044
1492902900,0.00254047,0.00254046,0.00254914,0.00253945
1492903200,0.00254818,0.00253386,0.00254818,0.0025295
1492903500,0.00253387,0.0025326,0.00253945,0.00252724
1492903800,0.00253265,0.00253945,0.00253945,0.00253265
1492904100,0.00253983,0.00256037,0.0025909,0.00253983
1492904400,0.00256036,0.00256759,0.00257295,0.00256036
1492904700,0.00256758,0.00256781,0.00257572,0.00256028
1492905000,0.00256783,0.00256819,0.00257406,0.00256783
1492905300,0.00256822,0.00257405,0.00257405,0.00256821
1492905600,0.00257404,0.00256999,0.00257404,0.00256198
1492905900,0.00256842,0.00256709,0.0025698,0.00256016
1492906200,0.00256709,0.00256015,0.00256709,0.00254869
1492906500,0.0025487,0.00255394,0.0025671,0.00254844
1492906800,0.00256709,0.0025671,0.0025671,0.00255505
1492907100,0.00256068,0.00256068,0.0025734,0.00256068
1492907400,0.00256068,0.00256153,0.00256439,0.00256068
1492907700,0.00256153,0.00255586,0.00256296,0.0025557
1492908000,0.00256,0.00255506,0.00256,0.00255501
1492908300,0.00255516,0.00255513,0.00256485,0.00255501
1492908600,0.00256641,0.00255597,0.00256642,0.002555
1492908900,0.00255602,0.00256585,0.00256599,0.00255539
1492909200,0.00256585,0.00254924,0.0025671,0.00254924
1492909500,0.00254964,0.002549,0.00255,0.00254843
1492909800,0.002549,0.00255987,0.00255987,0.00254071
1492910100,0.00255005,0.002552,0.00255987,0.00255004
1492910400,0.00255201,0.00255997,0.00256707,0.00255201
1492910700,0.0025628,0.00255325,0.0025628,0.00255043
1492911000,0.00255325,0.00255001,0.00256016,0.00255
1492911300,0.00254636,0.00254635,0.00255,0.00254634
1492911600,0.00255,0.00254959,0.00255199,0.00253562
1492911900,0.00254435,0.00254864,0.00254881,0.00253946
1492912200,0.00254387,0.0025399,0.00254885,0.00253949
1492912500,0.00253988,0.00253362,0.00253988,0.00253
1492912800,0.00253362,0.00254548,0.00254577,0.00253001
1492913100,0.00254368,0.00252833,0.00254582,0.00252759
1492913400,0.00252829,0.00254152,0.0025424,0.00252192
1492913700,0.00254112,0.00253945,0.00254263,0.00253258
1492914000,0.00253945,0.00253945,0.00253945,0.00252573
1492914300,0.00253945,0.00253368,0.00254496,0.00253368
1492914600,0.00253364,0.00253335,0.00253364,0.00252224
1492914900,0.00253335,0.0025417,0.00254171,0.00253048
1492915200,0.00254168,0.00254172,0.00254172,0.00254168
1492915500,0.00254169,0.002539,0.00254169,0.00252575
1492915800,0.00253583,0.00253945,0.00253945,0.00253258
1492916100,0.00253259,0.00253259,0.00253983,0.00253258
1492916400,0.00253259,0.002534,0.00253945,0.00253258
1492916700,0.00253945,0.00253263,0.00253945,0.00253258
1492917000,0.00253265,0.00253608,0.00253944,0.00253263
1492917300,0.00253607,0.00253318,0.0025413,0.00253263
1492917600,0.00253727,0.00254172,0.00254172,0.00253727
1492917900,0.00254172,0.00255746,0.00255769,0.00254171
1492918200,0.00255528,0.00256995,0.00257405,0.00255346
1492918500,0.00256839,0.00257898,0.00257898,0.00256699
1492918800,0.00257898,0.00256711,0.00257898,0.00256363
1492919100,0.00257694,0.00256029,0.00257764,0.00256017
1492919400,0.0025603,0.00255537,0.0025603,0.00255362
1492919700,0.00255538,0.00255535,0.00255538,0.00254633
1492920000,0.00255529,0.00255897,0.002559,0.00254634
1492920300,0.00255445,0.002559,0.002559,0.00255001
1492920600,0.00255006,0.002559,0.002559,0.00255002
1492920900,0.00255448,0.00255633,0.002559,0.00255005
1492921200,0.00255632,0.00256016,0.00256016,0.00255632
1492921500,0.00256016,0.00256016,0.0025671,0.00256016
1492921800,0.00256016,0.00255335,0.00256706,0.00255001
1492922100,0.00255671,0.00256731,0.00256731,0.00255353
1492922400,0.00256368,0.0025673,0.00256732,0.00256368
1492922700,0.00256543,0.00256731,0.00257406,0.00256543
1492923000,0.00256732,0.00257477,0.00257477,0.00256732
1492923300,0.00257477,0.00257058,0.00257638,0.0025604
1492923600,0.00257118,0.0025671,0.00257118,0.00256016
1492923900,0.0025671,0.0025671,0.00257339,0.00256016
1492924200,0.00256924,0.00257478,0.00257478,0.00256816
1492924500,0.00257478,0.00256016,0.00257617,0.00255003
1492924800,0.00255673,0.00255926,0.00256016,0.00255325
1492925100,0.00255628,0.00255013,0.00255927,0.00255013
1492925400,0.002559,0.00255324,0.00257139,0.00255004
1492925700,0.00255324,0.00254643,0.00256009,0.00254299
1492926000,0.00254642,0.00254701,0.00255324,0.00254634
1492926300,0.00254669,0.00254504,0.00254701,0.002545
1492926600,0.00254502,0.00255324,0.00255324,0.00254502
1492926900,0.00255326,0.00255336,0.00255346,0.00255324
1492927200,0.00255336,0.00255324,0.00255459,0.00255324
1492927500,0.00255402,0.00255324,0.00255765,0.00255324
1492927800,0.00255762,0.00255762,0.00256554,0.00255762
1492928100,0.00255762,0.00255325,0.00256315,0.00255325
1492928400,0.00255351,0.00256304,0.00256318,0.00255351
1492928700,0.00256276,0.00256317,0.00256444,0.0025583
1492929000,0.00255762,0.00255679,0.00255999,0.00255
1492929300,0.00255357,0.00255001,0.00255664,0.00255001
1492929600,0.00255001,0.00254965,0.00255001,0.00254941
1492929900,0.00254999,0.00254999,0.00255,0.00254997
1492930200,0.00254999,0.00254999,0.00255375,0.00254736
1492930500,0.00255,0.00255006,0.00255365,0.0025474
1492930800,0.00255006,0.00255,0.00255007,0.00254999
1492931100,0.00255,0.00255687,0.00255946,0.00254737
1492931400,0.00254805,0.00254805,0.00255893,0.00254804
1492931700,0.00255794,0.00255544,0.00255794,0.00254737
1492932000,0.00255484,0.00254742,0.00255484,0.00254737
1492932300,0.00255438,0.00254737,0.00255438,0.00254737
1492932600,0.00254737,0.00254738,0.00255001,0.00254736
1492932900,0.00255,0.00255454,0.00255464,0.00254999
1492933200,0.00255071,0.00254999,0.00255454,0.00254999
1492933500,0.00255001,0.00255072,0.00255514,0.00254054
1492933800,0.00254578,0.00254162,0.00255001,0.00254055
1492934100,0.00254156,0.00254311,0.00255322,0.00254154
1492934400,0.00254311,0.00255323,0.00255324,0.00254212
1492934700,0.0025517,0.00255324,0.00255324,0.00255
1492935000,0.0025525,0.00255618,0.00255618,0.00255169
1492935300,0.00254991,0.00254656,0.00255998,0.00254641
1492935600,0.00254679,0.00254056,0.00254679,0.00254056
1492935900,0.00254092,0.00254091,0.00255245,0.00254088
1492936200,0.0025409,0.00254056,0.00255247,0.0025405
1492936500,0.00254095,0.0025417,0.00255099,0.00254057
1492936800,0.00254169,0.00255,0.00255147,0.00254169
1492937100,0.00254664,0.00254471,0.00255236,0.00254302
1492937400,0.00255236,0.00254547,0.0025526,0.00254544
1492937700,0.00254548,0.00254548,0.0025526,0.00254547
1492938000,0.00254548,0.00254549,0.00254549,0.00254
1492938300,0.00254549,0.00254548,0.00254549,0.00254075
1492938600,0.00254092,0.00254034,0.00254891,0.00254012
1492938900,0.0025448,0.0025448,0.0025448,0.00254034
1492939200,0.00254262,0.0025445,0.00254453,0.00254081
1492939500,0.0025445,0.00254401,0.0025445,0.00254401
1492939800,0.0025441,0.00255252,0.00255252,0.00254012
1492940100,0.00254894,0.00255112,0.00255227,0.00254044
1492940400,0.00254803,0.00255879,0.00255965,0.00254633
1492940700,0.00255664,0.00255949,0.00255999,0.00255664
1492941000,0.00255948,0.00255917,0.0025635,0.00255917
1492941300,0.00255859,0.00255917,0.00255917,0.002557
1492941600,0.00255923,0.00255324,0.00255923,0.00255324
1492941900,0.00255326,0.00254687,0.00255326,0.00254669
1492942200,0.002549,0.00254977,0.00256213,0.002549
1492942500,0.00254999,0.00255387,0.00255411,0.00254998
1492942800,0.0025538,0.00255194,0.0025538,0.00255062
1492943100,0.00255193,0.00255999,0.00255999,0.002549
1492943400,0.00255999,0.00255324,0.00256209,0.00254
1492943700,0.00255324,0.00256016,0.00256016,0.00255324
1492944000,0.00255981,0.00256246,0.00256246,0.0025598
1492944300,0.00256246,0.00257146,0.00257285,0.00256246
1492944600,0.00257146,0.0025729,0.0025729,0.00257001
1492944900,0.00257291,0.00258999,0.00258999,0.00257291
1492945200,0.00258509,0.00259198,0.00259332,0.00258294
1492945500,0.002592,0.00260217,0.0026044,0.002592
1492945800,0.00260218,0.00261,0.00261,0.00260007
1492946100,0.00261001,0.00262969,0.00263,0.00261001
1492946400,0.00262969,0.0026477,0.00264997,0.00261931
1492946700,0.00264769,0.00265891,0.00266246,0.00264334
1492947000,0.00265636,0.00266988,0.00266988,0.00265314
1492947300,0.0026699,0.002692,0.0027,0.00266988
1492947600,0.00269151,0.00272549,0.00273261,0.0026829
1492947900,0.00272499,0.00272997,0.00274387,0.00272499
1492948200,0.00272995,0.00268395,0.00273,0.00266956
1492948500,0.00268397,0.00266951,0.002687,0.00266629
1492948800,0.0026695,0.00269355,0.00269382,0.002669
1492949100,0.00269427,0.00270194,0.00270898,0.00269301
1492949400,0.00270194,0.0027244,0.0027244,0.00270076
1492949700,0.00270996,0.00270649,0.00273207,0.00270649
1492950000,0.00270265,0.002691,0.00270647,0.002691
1492950300,0.002691,0.0027018,0.00270209,0.002691
1492950600,0.00269301,0.00269536,0.00270263,0.00269301
1492950900,0.00269536,0.00266029,0.00269536,0.00265286
1492951200,0.00266579,0.00266942,0.00267196,0.00266078
1492951500,0.0026694,0.00266795,0.00267176,0.00265191
1492951800,0.00266358,0.002651,0.00266515,0.002651
1492952100,0.002651,0.00265889,0.00265895,0.00264931
1492952400,0.00264932,0.00264986,0.00265891,0.00264485
1492952700,0.00264486,0.00264986,0.00264987,0.00264486
1492953000,0.002646,0.00264702,0.00265,0.002646
1492953300,0.00264703,0.00264539,0.00264999,0.00264472
1492953600,0.0026452,0.00267499,0.00267499,0.00264478
1492953900,0.00267499,0.00267499,0.00268074,0.00267285
1492954200,0.002675,0.002694,0.002694,0.00267285
1492954500,0.00269296,0.002694,0.002701,0.0026909
1492954800,0.0027,0.00267253,0.0027,0.00267253
1492955100,0.00267252,0.00268607,0.00268669,0.00266974
1492955400,0.00268599,0.00268804,0.00268804,0.0026764
1492955700,0.00268803,0.00269298,0.00269527,0.00268117
1492956000,0.00269299,0.00270096,0.002701,0.00268556
1492956300,0.00270099,0.0027,0.00270263,0.002695
1492956600,0.00270261,0.00270258,0.00270425,0.00268963
1492956900,0.00270258,0.0027,0.00270258,0.00268385
1492957200,0.0027,0.00271331,0.00271499,0.00269997
1492957500,0.00271331,0.00272467,0.00272468,0.00270996
1492957800,0.00272,0.002711,0.00272467,0.00270282
1492958100,0.0027141,0.00272298,0.002723,0.0027141
1492958400,0.00272295,0.00271733,0.00272493,0.0027141
1492958700,0.002718,0.0027232,0.00272449,0.00271731
1492959000,0.00271731,0.00273015,0.00273944,0.00271025
1492959300,0.00273932,0.00275,0.00275321,0.00273134
1492959600,0.00275,0.00274685,0.00275499,0.00272489
1492959900,0.00273207,0.00273207,0.00274678,0.00272193
1492960200,0.00273948,0.00273552,0.00273948,0.00273207
1492960500,0.00273552,0.002716,0.0027368,0.00271263
1492960800,0.002716,0.00271999,0.00271999,0.00270515
1492961100,0.0027173,0.00272842,0.00272844,0.0027072
1492961400,0.00272842,0.00272733,0.0027285,0.00271732
1492961700,0.00272702,0.00271732,0.00273165,0.00271325
1492962000,0.00271732,0.0027,0.00272,0.00269602
1492962300,0.00269603,0.00269406,0.00270198,0.00269003
1492962600,0.00269452,0.00270203,0.00270206,0.00268811
1492962900,0.00269503,0.00268663,0.00270263,0.002671
1492963200,0.00268662,0.00269,0.00270263,0.00268661
1492963500,0.00270169,0.00270762,0.00270845,0.00269009
1492963800,0.00270846,0.00270804,0.00271961,0.00270265
1492964100,0.00271659,0.00270844,0.00271959,0.00270805
1492964400,0.00271956,0.00271008,0.00271956,0.00270996
1492964700,0.00271008,0.002711,0.00271109,0.00270865
1492965000,0.002711,0.00271161,0.0027215,0.00270998
1492965300,0.00271012,0.00271731,0.00272699,0.00271012
1492965600,0.00271781,0.00272151,0.00272158,0.00271319
1492965900,0.002721,0.00271734,0.002727,0.00271108
1492966200,0.00272729,0.00272,0.0027273,0.00271732
1492966500,0.00272003,0.00272989,0.00272989,0.00272
1492966800,0.00273,0.0027224,0.0027319,0.0027224
1492967100,0.00272241,0.002733,0.00273705,0.00272241
1492967400,0.002733,0.00274186,0.00274844,0.002733
1492967700,0.00274186,0.00273944,0.00274888,0.00273355
1492968000,0.00273945,0.00272241,0.00274669,0.00272241
1492968300,0.00272299,0.0027196,0.00272299,0.00271871
1492968600,0.0027196,0.00271874,0.00272,0.00271738
1492968900,0.00271874,0.00273,0.00273485,0.00270837
1492969200,0.00273,0.00272758,0.0027359,0.00272758
1492969500,0.00273,0.00272599,0.00273577,0.00271784
1492969800,0.002726,0.00272001,0.00272758,0.00271734
1492970100,0.00272222,0.00271737,0.00272609,0.00271736
1492970400,0.00271869,0.00272659,0.00272659,0.00271736
1492970700,0.002721,0.00272659,0.00272659,0.00272086
1492971000,0.00272246,0.00272757,0.00272757,0.00272181
1492971300,0.00272703,0.00273485,0.00273485,0.00272659
1492971600,0.00273,0.00272995,0.002731,0.00272468
1492971900,0.00272998,0.0027295,0.00273206,0.00271729
1492972200,0.00272464,0.00272685,0.00273199,0.00272464
1492972500,0.00273096,0.00272101,0.002732,0.00272001
1492972800,0.00272459,0.00272095,0.00272464,0.00272095
1492973100,0.00272094,0.00271601,0.00272409,0.00270998
1492973400,0.00272002,0.00271605,0.0027231,0.00271602
1492973700,0.00271605,0.00271001,0.00271606,0.00271
1492974000,0.00271604,0.002716,0.00271604,0.00271
1492974300,0.002716,0.00271002,0.0027179,0.00271001
1492974600,0.00271002,0.0027184,0.0027184,0.00271002
1492974900,0.00271102,0.00271111,0.0027184,0.00270998
1492975200,0.00271111,0.00271112,0.00271839,0.00271111
1492975500,0.0027184,0.00271426,0.0027184,0.00271112
1492975800,0.00271426,0.00271,0.0027204,0.00270999
1492976100,0.00271325,0.00270999,0.0027204,0.00270999
1492976400,0.00270999,0.00271058,0.00271058,0.00270869
1492976700,0.00271058,0.0027156,0.0027241,0.0027087
1492977000,0.00271561,0.00272918,0.00272957,0.00271025
1492977300,0.00271932,0.00272201,0.00272916,0.00271932
1492977600,0.00272898,0.00272888,0.00272899,0.00272192
1492977900,0.00272888,0.00271833,0.00272888,0.00271833
1492978200,0.00271833,0.0027228,0.0027247,0.0027183
1492978500,0.00272328,0.00273427,0.00273427,0.00272302
1492978800,0.0027285,0.0027257,0.00273485,0.0027257
1492979100,0.0027262,0.00272582,0.00273487,0.00272474
1492979400,0.00272627,0.00273483,0.00273485,0.00272627
1492979700,0.00273486,0.00273485,0.00273486,0.0027271
1492980000,0.0027339,0.00273486,0.00273486,0.0027269
1492980300,0.00273226,0.00273482,0.00273486,0.0027269
1492980600,0.00273221,0.00273399,0.00273485,0.00272514
1492980900,0.00272958,0.00273001,0.00273399,0.00272952
1492981200,0.00273,0.00271732,0.0027316,0.00271419
1492981500,0.0027175,0.00272317,0.00272318,0.0027113
1492981800,0.00272318,0.0027232,0.0027244,0.00271733
1492982100,0.00272319,0.00271737,0.0027239,0.00271736
1492982400,0.00271736,0.00272318,0.00272485,0.00271736
1492982700,0.00272318,0.00273149,0.0027316,0.00272231
1492983000,0.00273008,0.00273203,0.00273203,0.00272237
1492983300,0.00273203,0.00273472,0.00273472,0.00272237
1492983600,0.00272701,0.0027324,0.0027333,0.0027247
1492983900,0.0027329,0.00273499,0.002735,0.0027252
1492984200,0.00273498,0.00273293,0.002735,0.00272472
1492984500,0.00273172,0.00273938,0.00273938,0.00272931
1492984800,0.00273925,0.002733,0.00274277,0.00273207
1492985100,0.002733,0.0027326,0.00274185,0.00273207
1492985400,0.0027326,0.0027354,0.00274015,0.00273207
1492985700,0.00273541,0.00273948,0.00274218,0.00273207
1492986000,0.00273948,0.0027493,0.00275431,0.00273948
1492986300,0.0027493,0.0027531,0.00275427,0.0027405
1492986600,0.0027531,0.00276416,0.00278,0.002747
1492986900,0.0027618,0.0027718,0.00278249,0.00275771
1492987200,0.002775,0.0027989,0.0027989,0.002774
1492987500,0.00279899,0.00279899,0.0028,0.00278541
1492987800,0.00279849,0.00279998,0.00280682,0.0027874
1492988100,0.00280676,0.002802,0.00280681,0.002796
1492988400,0.00279955,0.00279543,0.00280674,0.0027942
1492988700,0.00279545,0.00278,0.002803,0.00277008
1492989000,0.00278,0.002779,0.00278,0.00277
1492989300,0.00277006,0.00280039,0.00280051,0.00277001
1492989600,0.00280039,0.00280575,0.00280866,0.00280034
1492989900,0.00280575,0.00280835,0.002809,0.0028
1492990200,0.0028,0.00280476,0.0028068,0.00279972
1492990500,0.00280456,0.00280799,0.00280899,0.00280132
1492990800,0.00280766,0.00281429,0.00281528,0.00280766
1492991100,0.0028143,0.00281496,0.00282015,0.00280707
1492991400,0.00281989,0.00281028,0.00282049,0.00281028
1492991700,0.00281028,0.00282131,0.00282131,0.00281028
1492992000,0.0028213,0.0028313,0.0028313,0.0028208
1492992300,0.00282803,0.00284532,0.00284532,0.00282803
1492992600,0.00284514,0.00285304,0.00285304,0.002845
1492992900,0.002851,0.00286824,0.00286826,0.002851
1492993200,0.00286825,0.0028995,0.0029,0.00286825
1492993500,0.00289501,0.00289,0.0029,0.00287104
1492993800,0.0028812,0.0028774,0.00289,0.00287189
1492994100,0.00288303,0.00288372,0.00289092,0.00288302
1492994400,0.00288373,0.00289192,0.00289193,0.00287099
1492994700,0.00288773,0.0029,0.0029111,0.00286873
1492995000,0.00290528,0.00291869,0.00291886,0.00289
1492995300,0.00291867,0.00295019,0.0029502,0.00291
1492995600,0.00295018,0.00296433,0.0029691,0.00295018
1492995900,0.00296942,0.00299184,0.00300019,0.00296
1492996200,0.00297998,0.00299877,0.003,0.00295529
1492996500,0.00298261,0.00301,0.0030123,0.00298261
1492996800,0.00300615,0.00292657,0.00301557,0.00292342
1492997100,0.00292657,0.00295003,0.00296326,0.002895
1492997400,0.00295003,0.00293,0.00296199,0.0029
1492997700,0.002922,0.00293999,0.00294499,0.00292199
1492998000,0.00293999,0.00293282,0.00293999,0.00292374
1492998300,0.0029328,0.00292088,0.0029328,0.00289977
1492998600,0.00291551,0.0028885,0.00292087,0.002882
1492998900,0.0028885,0.0029,0.00291509,0.00287976
1492999200,0.00291492,0.00293,0.00294092,0.00291492
1492999500,0.00292843,0.00295349,0.00295704,0.00292843
1492999800,0.00295349,0.00296328,0.00296328,0.00295
1493000100,0.00296,0.002969,0.00297936,0.0029566
1493000400,0.00296899,0.00296191,0.0029764,0.00294729
1493000700,0.00296654,0.00295526,0.00297131,0.00295526
1493001000,0.00295527,0.00293,0.00295527,0.00293
1493001300,0.00293,0.00293405,0.002942,0.00292728
1493001600,0.00293407,0.00295,0.00295,0.00293398
1493001900,0.00294793,0.00294917,0.00295,0.00294049
1493002200,0.00294953,0.00295526,0.00295526,0.00294916
1493002500,0.00295,0.00297768,0.00298913,0.00295
1493002800,0.00297963,0.00297937,0.00298745,0.00296421
1493003100,0.002975,0.00298617,0.00299,0.00297122
1493003400,0.00298997,0.00299378,0.0029999,0.00298616
1493003700,0.00299987,0.00299985,0.0029999,0.00298806
1493004000,0.00299985,0.00300601,0.00301552,0.00299985
1493004300,0.00300601,0.00300897,0.00301563,0.00300601
1493004600,0.00300897,0.00300464,0.00302202,0.00300464
1493004900,0.00301986,0.00299,0.00301998,0.00298829
1493005200,0.00298863,0.00295149,0.00299,0.00294727
1493005500,0.00295149,0.00292987,0.00295166,0.00291
1493005800,0.00292289,0.00295409,0.00295409,0.00291629
1493006100,0.00295496,0.00295825,0.00296538,0.00295371
1493006400,0.00295855,0.00292501,0.00295855,0.002915
1493006700,0.00292702,0.00292299,0.00293712,0.00292002
1493007000,0.00292003,0.00291002,0.00292764,0.00290893
1493007300,0.00290993,0.00289581,0.00291843,0.00289548
1493007600,0.00289582,0.00290501,0.00291689,0.00289578
1493007900,0.002915,0.002906,0.002915,0.00290403
1493008200,0.00290603,0.00292,0.00292604,0.002906
1493008500,0.00291999,0.00293022,0.00293752,0.00291999
1493008800,0.00293022,0.00292016,0.00293753,0.00291847
1493009100,0.00292065,0.00293751,0.00293753,0.00292065
1493009400,0.00293751,0.00297352,0.00297592,0.00293751
1493009700,0.00296643,0.00295812,0.00297606,0.00295673
1493010000,0.00296224,0.00296638,0.00298637,0.00295925
1493010300,0.00297606,0.00296999,0.00297606,0.00296638
1493010600,0.00296639,0.00296653,0.002991,0.00296638
1493010900,0.00297003,0.00296628,0.00297003,0.00296628
1493011200,0.00296612,0.002958,0.00296628,0.002958
1493011500,0.00296,0.0029599,0.00296,0.0029502
1493011800,0.00295059,0.00295899,0.0029599,0.00295022
1493012100,0.00295869,0.00295673,0.00295869,0.00294152
1493012400,0.00294711,0.00294007,0.00295673,0.00293872
1493012700,0.00294008,0.00294,0.00295481,0.00293841
1493013000,0.00293909,0.00295383,0.00295383,0.00293841
1493013300,0.00294765,0.00295538,0.002957,0.0029444
1493013600,0.00295699,0.0029544,0.00295699,0.00293975
1493013900,0.00293975,0.00293,0.00293995,0.00292301
1493014200,0.00293,0.00293995,0.00293995,0.0029208
1493014500,0.00294,0.00293754,0.00294,0.00293752
1493014800,0.00293995,0.00294999,0.00294999,0.00293755
1493015100,0.00294998,0.00294698,0.00294998,0.00294601
1493015400,0.00294698,0.002946,0.00294699,0.00293755
1493015700,0.00294266,0.00294266,0.002946,0.00293756
1493016000,0.00294266,0.00293926,0.0029459,0.00293809
1493016300,0.00293926,0.00293924,0.0029459,0.00293921
1493016600,0.00293924,0.00293752,0.00293924,0.002937
1493016900,0.00293701,0.00293924,0.00293925,0.00293701
1493017200,0.00293924,0.00294,0.002946,0.00293701
1493017500,0.00294001,0.00294486,0.00294501,0.00293925
1493017800,0.00294486,0.00294599,0.002946,0.00294083
1493018100,0.00294501,0.00296,0.00296,0.00294103
1493018400,0.00295999,0.00296068,0.00296068,0.00295649
1493018700,0.00296028,0.00298575,0.0029882,0.00296028
1493019000,0.00298573,0.0029711,0.00298574,0.00297109
1493019300,0.00297999,0.002975,0.00298,0.00297122
1493019600,0.00297254,0.002974,0.00298,0.00297254
1493019900,0.00298,0.00299294,0.00299507,0.00298
1493020200,0.00299293,0.00299112,0.00300365,0.00298088
1493020500,0.0029916,0.00299435,0.003,0.00299
1493020800,0.00299436,0.00298698,0.00299935,0.00298697
1493021100,0.00298698,0.00299951,0.00299995,0.00298087
1493021400,0.00299951,0.00299142,0.003,0.00298681
